city,series,event_ticker,ticker,target_date,strike_type,floor_strike,cap_strike,expiration_value,result,last_price_dollars,previous_yes_bid_dollars,previous_yes_ask_dollars,open_time,close_time,settlement_ts,subtitle,volume_fp
ATL,KXHIGHTATL,KXHIGHTATL-26MAR01,KXHIGHTATL-26MAR01-B72.5,2026-03-01,between,72,73,78.00,no,0.0100,0.0000,1.0000,2026-02-28T15:00:00Z,2026-03-02T05:00:00Z,2026-03-02T12:32:26.799701Z,,11077.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR01,KXHIGHTATL-26MAR01-B74.5,2026-03-01,between,74,75,78.00,no,0.0100,0.0000,1.0000,2026-02-28T15:00:00Z,2026-03-02T05:00:00Z,2026-03-02T12:32:26.799701Z,,13201.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR01,KXHIGHTATL-26MAR01-B76.5,2026-03-01,between,76,77,78.00,no,0.0100,0.0000,1.0000,2026-02-28T15:00:00Z,2026-03-02T05:00:00Z,2026-03-02T12:32:26.799701Z,,16501.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR01,KXHIGHTATL-26MAR01-B78.5,2026-03-01,between,78,79,78.00,yes,0.9900,0.0000,1.0000,2026-02-28T15:00:00Z,2026-03-02T05:00:00Z,2026-03-02T12:32:26.799701Z,,19278.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR01,KXHIGHTATL-26MAR01-T72,2026-03-01,less,,72,78.00,no,0.0100,0.0000,1.0000,2026-02-28T15:00:00Z,2026-03-02T05:00:00Z,2026-03-02T12:32:26.799701Z,,2717.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR01,KXHIGHTATL-26MAR01-T79,2026-03-01,greater,79,,78.00,no,0.0100,0.0000,1.0000,2026-02-28T15:00:00Z,2026-03-02T05:00:00Z,2026-03-02T12:32:26.799701Z,,11823.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR02,KXHIGHTATL-26MAR02-B62.5,2026-03-02,between,62,63,77.00,no,0.0100,0.0000,1.0000,2026-03-01T15:00:00Z,2026-03-03T05:00:00Z,2026-03-03T12:32:26.736331Z,,3293.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR02,KXHIGHTATL-26MAR02-B64.5,2026-03-02,between,64,65,77.00,no,0.0100,0.0000,1.0000,2026-03-01T15:00:00Z,2026-03-03T05:00:00Z,2026-03-03T12:32:26.736331Z,,5888.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR02,KXHIGHTATL-26MAR02-B66.5,2026-03-02,between,66,67,77.00,no,0.0100,0.0000,1.0000,2026-03-01T15:00:00Z,2026-03-03T05:00:00Z,2026-03-03T12:32:26.736331Z,,7882.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR02,KXHIGHTATL-26MAR02-B68.5,2026-03-02,between,68,69,77.00,no,0.0100,0.0000,1.0000,2026-03-01T15:00:00Z,2026-03-03T05:00:00Z,2026-03-03T12:32:26.736331Z,,13719.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR02,KXHIGHTATL-26MAR02-T62,2026-03-02,less,,62,77.00,no,0.0100,0.0000,1.0000,2026-03-01T15:00:00Z,2026-03-03T05:00:00Z,2026-03-03T12:32:26.736331Z,,3058.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR02,KXHIGHTATL-26MAR02-T69,2026-03-02,greater,69,,77.00,yes,0.9900,0.0000,1.0000,2026-03-01T15:00:00Z,2026-03-03T05:00:00Z,2026-03-03T12:32:26.736331Z,,27050.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR03,KXHIGHTATL-26MAR03-B63.5,2026-03-03,between,63,64,63.00,yes,0.9900,0.0000,1.0000,2026-03-02T15:00:00Z,2026-03-04T05:00:00Z,2026-03-04T12:32:36.725955Z,,17817.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR03,KXHIGHTATL-26MAR03-B65.5,2026-03-03,between,65,66,63.00,no,0.0100,0.0000,1.0000,2026-03-02T15:00:00Z,2026-03-04T05:00:00Z,2026-03-04T12:32:36.725955Z,,14926.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR03,KXHIGHTATL-26MAR03-B67.5,2026-03-03,between,67,68,63.00,no,0.0100,0.0000,1.0000,2026-03-02T15:00:00Z,2026-03-04T05:00:00Z,2026-03-04T12:32:36.725955Z,,14542.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR03,KXHIGHTATL-26MAR03-B69.5,2026-03-03,between,69,70,63.00,no,0.0100,0.0000,1.0000,2026-03-02T15:00:00Z,2026-03-04T05:00:00Z,2026-03-04T12:32:36.725955Z,,8921.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR03,KXHIGHTATL-26MAR03-T63,2026-03-03,less,,63,63.00,no,0.0100,0.0000,1.0000,2026-03-02T15:00:00Z,2026-03-04T05:00:00Z,2026-03-04T12:32:36.725955Z,,26206.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR03,KXHIGHTATL-26MAR03-T70,2026-03-03,greater,70,,63.00,no,0.0100,0.0000,1.0000,2026-03-02T15:00:00Z,2026-03-04T05:00:00Z,2026-03-04T12:32:36.725955Z,,17106.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR04,KXHIGHTATL-26MAR04-B75.5,2026-03-04,between,75,76,75.00,yes,0.9900,0.0000,1.0000,2026-03-03T15:00:00Z,2026-03-05T05:00:00Z,2026-03-05T12:34:48.885052Z,,20037.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR04,KXHIGHTATL-26MAR04-B77.5,2026-03-04,between,77,78,75.00,no,0.0100,0.0000,1.0000,2026-03-03T15:00:00Z,2026-03-05T05:00:00Z,2026-03-05T12:34:48.885052Z,,12545.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR04,KXHIGHTATL-26MAR04-B79.5,2026-03-04,between,79,80,75.00,no,0.0100,0.0000,1.0000,2026-03-03T15:00:00Z,2026-03-05T05:00:00Z,2026-03-05T12:34:48.885052Z,,13808.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR04,KXHIGHTATL-26MAR04-B81.5,2026-03-04,between,81,82,75.00,no,0.0100,0.0000,1.0000,2026-03-03T15:00:00Z,2026-03-05T05:00:00Z,2026-03-05T12:34:48.885052Z,,9354.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR04,KXHIGHTATL-26MAR04-T75,2026-03-04,less,,75,75.00,no,0.0100,0.0000,1.0000,2026-03-03T15:00:00Z,2026-03-05T05:00:00Z,2026-03-05T12:34:48.885052Z,,40659.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR04,KXHIGHTATL-26MAR04-T82,2026-03-04,greater,82,,75.00,no,0.0100,0.0000,1.0000,2026-03-03T15:00:00Z,2026-03-05T05:00:00Z,2026-03-05T12:34:48.885052Z,,4161.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR05,KXHIGHTATL-26MAR05-B77.5,2026-03-05,between,77,78,81.00,no,0.0100,0.0000,1.0000,2026-03-04T15:00:00Z,2026-03-06T05:00:00Z,2026-03-06T12:32:38.606868Z,,15193.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR05,KXHIGHTATL-26MAR05-B79.5,2026-03-05,between,79,80,81.00,no,0.0100,0.0000,1.0000,2026-03-04T15:00:00Z,2026-03-06T05:00:00Z,2026-03-06T12:32:38.606868Z,,26278.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR05,KXHIGHTATL-26MAR05-B81.5,2026-03-05,between,81,82,81.00,yes,0.9900,0.0000,1.0000,2026-03-04T15:00:00Z,2026-03-06T05:00:00Z,2026-03-06T12:32:38.606868Z,,20530.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR05,KXHIGHTATL-26MAR05-B83.5,2026-03-05,between,83,84,81.00,no,0.0100,0.0000,1.0000,2026-03-04T15:00:00Z,2026-03-06T05:00:00Z,2026-03-06T12:32:38.606868Z,,17996.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR05,KXHIGHTATL-26MAR05-T77,2026-03-05,less,,77,81.00,no,0.0100,0.0000,1.0000,2026-03-04T15:00:00Z,2026-03-06T05:00:00Z,2026-03-06T12:32:38.606868Z,,7573.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR05,KXHIGHTATL-26MAR05-T84,2026-03-05,greater,84,,81.00,no,0.0100,0.0000,1.0000,2026-03-04T15:00:00Z,2026-03-06T05:00:00Z,2026-03-06T12:32:38.606868Z,,9079.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR06,KXHIGHTATL-26MAR06-B79.5,2026-03-06,between,79,80,83.00,no,0.0100,0.0000,1.0000,2026-03-05T15:00:00Z,2026-03-07T05:00:00Z,2026-03-07T12:32:58.681037Z,,15603.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR06,KXHIGHTATL-26MAR06-B81.5,2026-03-06,between,81,82,83.00,no,0.0100,0.0000,1.0000,2026-03-05T15:00:00Z,2026-03-07T05:00:00Z,2026-03-07T12:32:58.681037Z,,19475.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR06,KXHIGHTATL-26MAR06-B83.5,2026-03-06,between,83,84,83.00,yes,0.9900,0.0000,1.0000,2026-03-05T15:00:00Z,2026-03-07T05:00:00Z,2026-03-07T12:32:58.681037Z,,20819.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR06,KXHIGHTATL-26MAR06-B85.5,2026-03-06,between,85,86,83.00,no,0.0100,0.0000,1.0000,2026-03-05T15:00:00Z,2026-03-07T05:00:00Z,2026-03-07T12:32:58.681037Z,,16973.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR06,KXHIGHTATL-26MAR06-T79,2026-03-06,less,,79,83.00,no,0.0100,0.0000,1.0000,2026-03-05T15:00:00Z,2026-03-07T05:00:00Z,2026-03-07T12:32:58.681037Z,,12637.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR06,KXHIGHTATL-26MAR06-T86,2026-03-06,greater,86,,83.00,no,0.0100,0.0000,1.0000,2026-03-05T15:00:00Z,2026-03-07T05:00:00Z,2026-03-07T12:32:58.681037Z,,15680.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR07,KXHIGHTATL-26MAR07-B79.5,2026-03-07,between,79,80,83.00,no,0.0100,0.0000,1.0000,2026-03-06T15:00:00Z,2026-03-08T05:00:00Z,2026-03-08T11:32:48.645289Z,,9182.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR07,KXHIGHTATL-26MAR07-B81.5,2026-03-07,between,81,82,83.00,no,0.0100,0.0000,1.0000,2026-03-06T15:00:00Z,2026-03-08T05:00:00Z,2026-03-08T11:32:48.645289Z,,13148.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR07,KXHIGHTATL-26MAR07-B83.5,2026-03-07,between,83,84,83.00,yes,0.9900,0.0000,1.0000,2026-03-06T15:00:00Z,2026-03-08T05:00:00Z,2026-03-08T11:32:48.645289Z,,15909.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR07,KXHIGHTATL-26MAR07-B85.5,2026-03-07,between,85,86,83.00,no,0.0100,0.0000,1.0000,2026-03-06T15:00:00Z,2026-03-08T05:00:00Z,2026-03-08T11:32:48.645289Z,,9357.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR07,KXHIGHTATL-26MAR07-T79,2026-03-07,less,,79,83.00,no,0.0100,0.0000,1.0000,2026-03-06T15:00:00Z,2026-03-08T05:00:00Z,2026-03-08T11:32:48.645289Z,,5298.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR07,KXHIGHTATL-26MAR07-T86,2026-03-07,greater,86,,83.00,no,0.0100,0.0000,1.0000,2026-03-06T15:00:00Z,2026-03-08T05:00:00Z,2026-03-08T11:32:48.645289Z,,7471.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR08,KXHIGHTATL-26MAR08-B69.5,2026-03-08,between,69,70,69.00,yes,0.9900,0.0000,1.0000,2026-03-07T15:00:00Z,2026-03-09T04:00:00Z,2026-03-09T11:32:28.621175Z,,14814.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR08,KXHIGHTATL-26MAR08-B71.5,2026-03-08,between,71,72,69.00,no,0.0100,0.0000,1.0000,2026-03-07T15:00:00Z,2026-03-09T04:00:00Z,2026-03-09T11:32:28.621175Z,,5621.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR08,KXHIGHTATL-26MAR08-B73.5,2026-03-08,between,73,74,69.00,no,0.0100,0.0000,1.0000,2026-03-07T15:00:00Z,2026-03-09T04:00:00Z,2026-03-09T11:32:28.621175Z,,3037.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR08,KXHIGHTATL-26MAR08-B75.5,2026-03-08,between,75,76,69.00,no,0.0100,0.0000,1.0000,2026-03-07T15:00:00Z,2026-03-09T04:00:00Z,2026-03-09T11:32:28.621175Z,,4484.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR08,KXHIGHTATL-26MAR08-T69,2026-03-08,less,,69,69.00,no,0.0100,0.0000,1.0000,2026-03-07T15:00:00Z,2026-03-09T04:00:00Z,2026-03-09T11:32:28.621175Z,,9577.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR08,KXHIGHTATL-26MAR08-T76,2026-03-08,greater,76,,69.00,no,0.0100,0.0000,1.0000,2026-03-07T15:00:00Z,2026-03-09T04:00:00Z,2026-03-09T11:32:28.621175Z,,4906.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR09,KXHIGHTATL-26MAR09-B75.5,2026-03-09,between,75,76,78.00,no,0.0100,0.0000,1.0000,2026-03-08T14:00:00Z,2026-03-10T04:00:00Z,2026-03-10T11:32:32.789947Z,,12580.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR09,KXHIGHTATL-26MAR09-B77.5,2026-03-09,between,77,78,78.00,yes,0.9900,0.0000,1.0000,2026-03-08T14:00:00Z,2026-03-10T04:00:00Z,2026-03-10T11:32:32.789947Z,,19553.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR09,KXHIGHTATL-26MAR09-B79.5,2026-03-09,between,79,80,78.00,no,0.0100,0.0000,1.0000,2026-03-08T14:00:00Z,2026-03-10T04:00:00Z,2026-03-10T11:32:32.789947Z,,14549.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR09,KXHIGHTATL-26MAR09-B81.5,2026-03-09,between,81,82,78.00,no,0.0100,0.0000,1.0000,2026-03-08T14:00:00Z,2026-03-10T04:00:00Z,2026-03-10T11:32:32.789947Z,,8754.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR09,KXHIGHTATL-26MAR09-T75,2026-03-09,less,,75,78.00,no,0.0100,0.0000,1.0000,2026-03-08T14:00:00Z,2026-03-10T04:00:00Z,2026-03-10T11:32:32.789947Z,,17209.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR09,KXHIGHTATL-26MAR09-T82,2026-03-09,greater,82,,78.00,no,0.0100,0.0000,1.0000,2026-03-08T14:00:00Z,2026-03-10T04:00:00Z,2026-03-10T11:32:32.789947Z,,7707.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR10,KXHIGHTATL-26MAR10-B75.5,2026-03-10,between,75,76,81.00,no,0.0100,0.0000,1.0000,2026-03-09T14:00:00Z,2026-03-11T04:00:00Z,2026-03-11T11:32:56.830886Z,,7840.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR10,KXHIGHTATL-26MAR10-B77.5,2026-03-10,between,77,78,81.00,no,0.0100,0.0000,1.0000,2026-03-09T14:00:00Z,2026-03-11T04:00:00Z,2026-03-11T11:32:56.830886Z,,16742.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR10,KXHIGHTATL-26MAR10-B79.5,2026-03-10,between,79,80,81.00,no,0.0100,0.0000,1.0000,2026-03-09T14:00:00Z,2026-03-11T04:00:00Z,2026-03-11T11:32:56.830886Z,,27263.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR10,KXHIGHTATL-26MAR10-B81.5,2026-03-10,between,81,82,81.00,yes,0.9900,0.0000,1.0000,2026-03-09T14:00:00Z,2026-03-11T04:00:00Z,2026-03-11T11:32:56.830886Z,,14465.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR10,KXHIGHTATL-26MAR10-T75,2026-03-10,less,,75,81.00,no,0.0100,0.0000,1.0000,2026-03-09T14:00:00Z,2026-03-11T04:00:00Z,2026-03-11T11:32:56.830886Z,,11270.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR10,KXHIGHTATL-26MAR10-T82,2026-03-10,greater,82,,81.00,no,0.0100,0.0000,1.0000,2026-03-09T14:00:00Z,2026-03-11T04:00:00Z,2026-03-11T11:32:56.830886Z,,12974.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR11,KXHIGHTATL-26MAR11-B80.5,2026-03-11,between,80,81,82.00,no,0.0100,0.0000,1.0000,2026-03-10T14:00:00Z,2026-03-12T04:00:00Z,2026-03-12T11:32:35.348034Z,,9888.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR11,KXHIGHTATL-26MAR11-B82.5,2026-03-11,between,82,83,82.00,yes,0.9900,0.0000,1.0000,2026-03-10T14:00:00Z,2026-03-12T04:00:00Z,2026-03-12T11:32:35.348034Z,,20180.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR11,KXHIGHTATL-26MAR11-B84.5,2026-03-11,between,84,85,82.00,no,0.0100,0.0000,1.0000,2026-03-10T14:00:00Z,2026-03-12T04:00:00Z,2026-03-12T11:32:35.348034Z,,6742.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR11,KXHIGHTATL-26MAR11-B86.5,2026-03-11,between,86,87,82.00,no,0.0100,0.0000,1.0000,2026-03-10T14:00:00Z,2026-03-12T04:00:00Z,2026-03-12T11:32:35.348034Z,,3632.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR11,KXHIGHTATL-26MAR11-T80,2026-03-11,less,,80,82.00,no,0.0100,0.0000,1.0000,2026-03-10T14:00:00Z,2026-03-12T04:00:00Z,2026-03-12T11:32:35.348034Z,,9004.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR11,KXHIGHTATL-26MAR11-T87,2026-03-11,greater,87,,82.00,no,0.0100,0.0000,1.0000,2026-03-10T14:00:00Z,2026-03-12T04:00:00Z,2026-03-12T11:32:35.348034Z,,4482.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR12,KXHIGHTATL-26MAR12-B68.5,2026-03-12,between,68,69,71.00,no,0.0100,0.0000,1.0000,2026-03-11T14:00:00Z,2026-03-13T04:00:00Z,2026-03-13T11:32:58.754547Z,,14470.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR12,KXHIGHTATL-26MAR12-B70.5,2026-03-12,between,70,71,71.00,yes,0.9900,0.0000,1.0000,2026-03-11T14:00:00Z,2026-03-13T04:00:00Z,2026-03-13T11:32:58.754547Z,,27050.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR12,KXHIGHTATL-26MAR12-B72.5,2026-03-12,between,72,73,71.00,no,0.0100,0.0000,1.0000,2026-03-11T14:00:00Z,2026-03-13T04:00:00Z,2026-03-13T11:32:58.754547Z,,17021.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR12,KXHIGHTATL-26MAR12-B74.5,2026-03-12,between,74,75,71.00,no,0.0100,0.0000,1.0000,2026-03-11T14:00:00Z,2026-03-13T04:00:00Z,2026-03-13T11:32:58.754547Z,,6306.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR12,KXHIGHTATL-26MAR12-T68,2026-03-12,less,,68,71.00,no,0.0100,0.0000,1.0000,2026-03-11T14:00:00Z,2026-03-13T04:00:00Z,2026-03-13T11:32:58.754547Z,,125483.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR12,KXHIGHTATL-26MAR12-T75,2026-03-12,greater,75,,71.00,no,0.0100,0.0000,1.0000,2026-03-11T14:00:00Z,2026-03-13T04:00:00Z,2026-03-13T11:32:58.754547Z,,3638.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR13,KXHIGHTATL-26MAR13-B63.5,2026-03-13,between,63,64,68.00,no,0.0100,0.0000,1.0000,2026-03-12T14:00:00Z,2026-03-14T04:00:00Z,2026-03-14T11:36:58.806311Z,,9873.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR13,KXHIGHTATL-26MAR13-B65.5,2026-03-13,between,65,66,68.00,no,0.0100,0.0000,1.0000,2026-03-12T14:00:00Z,2026-03-14T04:00:00Z,2026-03-14T11:36:58.806311Z,,14895.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR13,KXHIGHTATL-26MAR13-B67.5,2026-03-13,between,67,68,68.00,yes,0.9900,0.0000,1.0000,2026-03-12T14:00:00Z,2026-03-14T04:00:00Z,2026-03-14T11:36:58.806311Z,,15385.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR13,KXHIGHTATL-26MAR13-B69.5,2026-03-13,between,69,70,68.00,no,0.0100,0.0000,1.0000,2026-03-12T14:00:00Z,2026-03-14T04:00:00Z,2026-03-14T11:36:58.806311Z,,12690.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR13,KXHIGHTATL-26MAR13-T63,2026-03-13,less,,63,68.00,no,0.0100,0.0000,1.0000,2026-03-12T14:00:00Z,2026-03-14T04:00:00Z,2026-03-14T11:36:58.806311Z,,9878.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR13,KXHIGHTATL-26MAR13-T70,2026-03-13,greater,70,,68.00,no,0.0100,0.0000,1.0000,2026-03-12T14:00:00Z,2026-03-14T04:00:00Z,2026-03-14T11:36:58.806311Z,,11974.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR14,KXHIGHTATL-26MAR14-B72.5,2026-03-14,between,72,73,78.00,no,0.0100,0.0000,1.0000,2026-03-13T14:00:00Z,2026-03-15T04:00:00Z,2026-03-15T11:32:39.760871Z,,2925.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR14,KXHIGHTATL-26MAR14-B74.5,2026-03-14,between,74,75,78.00,no,0.0100,0.0000,1.0000,2026-03-13T14:00:00Z,2026-03-15T04:00:00Z,2026-03-15T11:32:39.760871Z,,6911.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR14,KXHIGHTATL-26MAR14-B76.5,2026-03-14,between,76,77,78.00,no,0.0100,0.0000,1.0000,2026-03-13T14:00:00Z,2026-03-15T04:00:00Z,2026-03-15T11:32:39.760871Z,,14889.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR14,KXHIGHTATL-26MAR14-B78.5,2026-03-14,between,78,79,78.00,yes,0.9900,0.0000,1.0000,2026-03-13T14:00:00Z,2026-03-15T04:00:00Z,2026-03-15T11:32:39.760871Z,,14784.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR14,KXHIGHTATL-26MAR14-T72,2026-03-14,less,,72,78.00,no,0.0100,0.0000,1.0000,2026-03-13T14:00:00Z,2026-03-15T04:00:00Z,2026-03-15T11:32:39.760871Z,,4480.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR14,KXHIGHTATL-26MAR14-T79,2026-03-14,greater,79,,78.00,no,0.0100,0.0000,1.0000,2026-03-13T14:00:00Z,2026-03-15T04:00:00Z,2026-03-15T11:32:39.760871Z,,17376.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR15,KXHIGHTATL-26MAR15-B71.5,2026-03-15,between,71,72,72.00,yes,0.9900,0.0000,1.0000,2026-03-14T14:00:00Z,2026-03-16T04:00:00Z,2026-03-16T11:32:49.699888Z,,27762.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR15,KXHIGHTATL-26MAR15-B73.5,2026-03-15,between,73,74,72.00,no,0.0100,0.0000,1.0000,2026-03-14T14:00:00Z,2026-03-16T04:00:00Z,2026-03-16T11:32:49.699888Z,,16998.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR15,KXHIGHTATL-26MAR15-B75.5,2026-03-15,between,75,76,72.00,no,0.0100,0.0000,1.0000,2026-03-14T14:00:00Z,2026-03-16T04:00:00Z,2026-03-16T11:32:49.699888Z,,12947.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR15,KXHIGHTATL-26MAR15-B77.5,2026-03-15,between,77,78,72.00,no,0.0100,0.0000,1.0000,2026-03-14T14:00:00Z,2026-03-16T04:00:00Z,2026-03-16T11:32:49.699888Z,,7669.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR15,KXHIGHTATL-26MAR15-T71,2026-03-15,less,,71,72.00,no,0.0100,0.0000,1.0000,2026-03-14T14:00:00Z,2026-03-16T04:00:00Z,2026-03-16T11:32:49.699888Z,,19951.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR15,KXHIGHTATL-26MAR15-T78,2026-03-15,greater,78,,72.00,no,0.0100,0.0000,1.0000,2026-03-14T14:00:00Z,2026-03-16T04:00:00Z,2026-03-16T11:32:49.699888Z,,4936.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR16,KXHIGHTATL-26MAR16-B63.5,2026-03-16,between,63,64,69.00,no,0.0100,0.0000,1.0000,2026-03-15T14:00:00Z,2026-03-17T04:00:00Z,2026-03-17T11:32:49.737753Z,,29810.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR16,KXHIGHTATL-26MAR16-B65.5,2026-03-16,between,65,66,69.00,no,0.0100,0.0000,1.0000,2026-03-15T14:00:00Z,2026-03-17T04:00:00Z,2026-03-17T11:32:49.737753Z,,44406.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR16,KXHIGHTATL-26MAR16-B67.5,2026-03-16,between,67,68,69.00,no,0.0100,0.0000,1.0000,2026-03-15T14:00:00Z,2026-03-17T04:00:00Z,2026-03-17T11:32:49.737753Z,,105127.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR16,KXHIGHTATL-26MAR16-B69.5,2026-03-16,between,69,70,69.00,yes,0.9900,0.0000,1.0000,2026-03-15T14:00:00Z,2026-03-17T04:00:00Z,2026-03-17T11:32:49.737753Z,,259143.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR16,KXHIGHTATL-26MAR16-T63,2026-03-16,less,,63,69.00,no,0.0100,0.0000,1.0000,2026-03-15T14:00:00Z,2026-03-17T04:00:00Z,2026-03-17T11:32:49.737753Z,,179079.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR16,KXHIGHTATL-26MAR16-T70,2026-03-16,greater,70,,69.00,no,0.0100,0.0000,1.0000,2026-03-15T14:00:00Z,2026-03-17T04:00:00Z,2026-03-17T11:32:49.737753Z,,23184.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR17,KXHIGHTATL-26MAR17-B45.5,2026-03-17,between,45,46,48.00,no,0.0100,0.0000,1.0000,2026-03-16T14:00:00Z,2026-03-18T04:00:00Z,2026-03-18T11:34:59.218288Z,,22951.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR17,KXHIGHTATL-26MAR17-B47.5,2026-03-17,between,47,48,48.00,yes,0.9900,0.0000,1.0000,2026-03-16T14:00:00Z,2026-03-18T04:00:00Z,2026-03-18T11:34:59.218288Z,,25221.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR17,KXHIGHTATL-26MAR17-B49.5,2026-03-17,between,49,50,48.00,no,0.0100,0.0000,1.0000,2026-03-16T14:00:00Z,2026-03-18T04:00:00Z,2026-03-18T11:34:59.218288Z,,17709.00
ATL,KXHIGHTATL,KXHIGHTATL-26MAR17,KXHIGHTATL-26MAR17-B51.5,2026-03-17,between,51,52,48.00,no,0.0100,0.0000,1.0000,2026-03-16T14:00:00Z,2026-03-18T04:00:00Z,2026-03-18T11:34:59.218288Z,,7915.00
